"","OTU","Size","Phylum","Class","Order","Family","Genus"
"Otu1066","Otu1066",79,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia"
"Otu1067","Otu1067",78,"Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium"
"Otu1069","Otu1069",78,"Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_unclassified"
"Otu1073","Otu1073",78,"Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Veillonellaceae_unclassified"
"Otu1076","Otu1076",77,"Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_unclassified"
"Otu1077","Otu1077",77,"Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_unclassified"
"Otu1079","Otu1079",76,"Parcubacteria","Parcubacteria_unclassified","Parcubacteria_unclassified","Parcubacteria_unclassified","Parcubacteria_unclassified"
"Otu1080","Otu1080",76,"Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacteriaceae_unclassified"
"Otu1086","Otu1086",75,"Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcaceae_unclassified"
"Otu1087","Otu1087",75,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_unclassified"
"Otu1088","Otu1088",75,"Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"Otu1089","Otu1089",75,"Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto"
"Otu1090","Otu1090",75,"Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Veillonella"
"Otu1093","Otu1093",75,"Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Slackia"
"Otu1095","Otu1095",74,"Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga"
"Otu1096","Otu1096",74,"Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_unclassified"
"Otu1098","Otu1098",73,"Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu1099","Otu1099",73,"Firmicutes","Bacilli","Lactobacillales","Lactobacillales_unclassified","Lactobacillales_unclassified"
"Otu1101","Otu1101",73,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas"
"Otu1102","Otu1102",72,"Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridiaceae_1_unclassified"
"Otu1103","Otu1103",72,"Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroidaceae_unclassified"
"Otu1106","Otu1106",72,"Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes"
"Otu1107","Otu1107",71,"Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidales_unclassified","Bacteroidales_unclassified"
"Otu1108","Otu1108",71,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Luteimonas"
"Otu1112","Otu1112",70,"Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","Paramuribaculum"
"Otu1114","Otu1114",70,"Firmicutes","Bacilli","Bacillales","Bacillales_unclassified","Bacillales_unclassified"
"Otu1117","Otu1117",70,"Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"Otu1119","Otu1119",70,"Actinobacteria","Actinobacteria","Mycobacteriales","Gordoniaceae","Gordonia"
"Otu1122","Otu1122",69,"Firmicutes","Clostridia","Clostridiales","Clostridiales_unclassified","Clostridiales_unclassified"
"Otu1125","Otu1125",69,"Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu1126","Otu1126",69,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_unclassified"
"Otu1127","Otu1127",69,"Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroidaceae_unclassified"
"Otu1129","Otu1129",69,"Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"Otu1130","Otu1130",69,"Bacteroidetes","Cytophagia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"Otu1134","Otu1134",68,"Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified"
"Otu1137","Otu1137",67,"Actinobacteria","Actinobacteria","Mycobacteriales","Corynebacteriaceae","Corynebacterium"
"Otu1140","Otu1140",67,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia"
"Otu1141","Otu1141",67,"Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus"
"Otu1143","Otu1143",66,"Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus"
"Otu1146","Otu1146",66,"Firmicutes","Clostridia","Clostridiales","Clostridiales_unclassified","Clostridiales_unclassified"
"Otu1147","Otu1147",66,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"Otu1148","Otu1148",66,"Bacteroidetes","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified"
"Otu1149","Otu1149",65,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Rhodoluna"
"Otu1153","Otu1153",65,"Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomycetaceae_unclassified"
"Otu1154","Otu1154",65,"Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"Otu1155","Otu1155",65,"Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidales_unclassified","Bacteroidales_unclassified"
"Otu1158","Otu1158",64,"Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Flintibacter"
"Otu1162","Otu1162",63,"Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae_unclassified"
"Otu1169","Otu1169",62,"Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Arcanobacterium"
"Otu1170","Otu1170",62,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Otu1171","Otu1171",61,"Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillibacter"
"Otu1175","Otu1175",61,"Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillaceae_unclassified"
"Otu1176","Otu1176",60,"Firmicutes","Clostridia","Clostridiales","Clostridiales_unclassified","Clostridiales_unclassified"
"Otu1177","Otu1177",60,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerotignum"
"Otu1178","Otu1178",60,"Firmicutes","Bacilli","Lactobacillales","Lactobacillales_unclassified","Lactobacillales_unclassified"
"Otu1179","Otu1179",60,"Synergistetes","Synergistia","Synergistales","Synergistaceae","Jonquetella"
"Otu1180","Otu1180",60,"Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Mobiluncus"
"Otu1182","Otu1182",60,"Proteobacteria","Oligoflexia","Oligoflexales","Oligoflexaceae","Oligoflexus"
"Otu1185","Otu1185",60,"Firmicutes","Clostridia","Clostridiales","Clostridiales_Incertae_Sedis_XIII","Clostridiales_Incertae_Sedis_XIII_unclassified"
"Otu1187","Otu1187",59,"Acidobacteria","Acidobacteria_Gp6","Gp6","Gp6_unclassified","Gp6_unclassified"
"Otu1188","Otu1188",59,"Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu1189","Otu1189",59,"Cyanobacteria/Chloroplast","Cyanobacteria","Cyanobacteria_unclassified","Cyanobacteria_unclassified","Cyanobacteria_unclassified"
"Otu1190","Otu1190",59,"Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Megasphaera"
"Otu1194","Otu1194",58,"Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"Otu1200","Otu1200",58,"Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcaceae_unclassified"
"Otu1203","Otu1203",57,"Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_unclassified"
"Otu1208","Otu1208",57,"Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Pseudoramibacter"
"Otu1211","Otu1211",56,"Bacteroidetes","Saprospiria","Saprospirales","Saprospiraceae","Aureispira"
"Otu1212","Otu1212",56,"Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu1217","Otu1217",56,"Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidales_unclassified","Bacteroidales_unclassified"
"Otu1229","Otu1229",54,"Tenericutes","Mollicutes","Mycoplasmoidales","Metamycoplasmataceae","Metamycoplasma"
"Otu1232","Otu1232",54,"Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Erysipelotrichaceae_unclassified"
"Otu1233","Otu1233",54,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacteriaceae_unclassified"
"Otu1234","Otu1234",53,"Firmicutes","Clostridia","Clostridiales","Clostridiales_unclassified","Clostridiales_unclassified"
"Otu1235","Otu1235",53,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_unclassified"
"Otu1236","Otu1236",53,"Firmicutes","Bacilli","Bacillales","Bacillales_unclassified","Bacillales_unclassified"
"Otu1237","Otu1237",53,"Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu1239","Otu1239",53,"Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Erysipelotrichaceae_unclassified"
"Otu1241","Otu1241",53,"Firmicutes","Clostridia","Clostridiales","Clostridiales_unclassified","Clostridiales_unclassified"
"Otu1244","Otu1244",52,"Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Varibaculum"
"Otu1247","Otu1247",52,"Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"Otu1248","Otu1248",52,"Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Globicatella"
"Otu1251","Otu1251",52,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_unclassified"
"Otu1252","Otu1252",52,"Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"Otu1253","Otu1253",52,"Actinobacteria","Actinobacteria_unclassified","Actinobacteria_unclassified","Actinobacteria_unclassified","Actinobacteria_unclassified"
"Otu1255","Otu1255",52,"Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillales_unclassified","Rhodospirillales_unclassified"
"Otu1257","Otu1257",51,"Bacteroidetes","Bacteroidia","Bacteroidales","Barnesiellaceae","Barnesiella"
"Otu1258","Otu1258",51,"Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"Otu1262","Otu1262",50,"Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichiaceae_unclassified"
"Otu1274","Otu1274",49,"Proteobacteria","Alphaproteobacteria","SAR11","Candidatus_Pelagibacter","Candidatus_Pelagibacter_unclassified"
"Otu1278","Otu1278",49,"Bacteroidetes","Saprospiria","Saprospirales","Saprospirales_unclassified","Saprospirales_unclassified"
"Otu1280","Otu1280",48,"Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Butyricicoccus"
"Otu1284","Otu1284",47,"Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus"
"Otu1286","Otu1286",47,"Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacterales_unclassified","Enterobacterales_unclassified"
"Otu1289","Otu1289",47,"Firmicutes","Clostridia","Clostridiales","Clostridiales_unclassified","Clostridiales_unclassified"
"Otu1290","Otu1290",47,"Firmicutes","Bacilli","Bacillales","Bacillaceae_1","Bacillaceae_1_unclassified"
"Otu1292","Otu1292",47,"Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu1293","Otu1293",47,"Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu1296","Otu1296",47,"Planctomycetes","Planctomycetacia","Planctomycetales","Planctomycetales_unclassified","Planctomycetales_unclassified"
"Otu1297","Otu1297",46,"Acidobacteria","Acidobacteria_Gp4","Gp4","Gp4_unclassified","Gp4_unclassified"
"Otu1299","Otu1299",46,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Moheibacter"
"Otu1300","Otu1300",46,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_unclassified"
"Otu1306","Otu1306",46,"Bacteroidetes","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified"
"Otu1310","Otu1310",45,"Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"Otu1312","Otu1312",45,"Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridiaceae_1_unclassified"
"Otu1313","Otu1313",45,"Firmicutes","Bacilli","Bacilli_unclassified","Bacilli_unclassified","Bacilli_unclassified"
"Otu1317","Otu1317",45,"Proteobacteria","Alphaproteobacteria","SAR11","Candidatus_Pelagibacter","Candidatus_Pelagibacter_unclassified"
"Otu1318","Otu1318",44,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_unclassified"
"Otu1319","Otu1319",44,"Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu1321","Otu1321",44,"Firmicutes","Bacilli","Bacillales","Bacillales_unclassified","Bacillales_unclassified"
"Otu1324","Otu1324",44,"Firmicutes","Bacilli","Bacillales","Bacillales_unclassified","Bacillales_unclassified"
"Otu1326","Otu1326",44,"Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacteriaceae_unclassified"
"Otu1328","Otu1328",44,"Firmicutes","Bacilli","Bacillales","Bacillales_unclassified","Bacillales_unclassified"
"Otu1329","Otu1329",44,"Firmicutes","Clostridia","Clostridiales","Clostridiales_unclassified","Clostridiales_unclassified"
"Otu1331","Otu1331",44,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"Otu1332","Otu1332",43,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Aminobacter"
"Otu1337","Otu1337",43,"Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Olsenella"
"Otu1339","Otu1339",43,"Proteobacteria","Betaproteobacteria","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified"
"Otu1342","Otu1342",42,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_unclassified"
"Otu1344","Otu1344",42,"Actinobacteria","Actinobacteria","Mycobacteriales","Corynebacteriaceae","Corynebacterium"
"Otu1346","Otu1346",42,"Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillaceae_unclassified"
"Otu1347","Otu1347",42,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriales_unclassified","Flavobacteriales_unclassified"
"Otu1350","Otu1350",41,"Actinobacteria","Actinobacteria","Mycobacteriales","Nocardiaceae","Rhodococcus"
"Otu1352","Otu1352",41,"Firmicutes","Clostridia","Clostridiales","Peptoniphilaceae","Anaerococcus"
"Otu1355","Otu1355",41,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacteriaceae_unclassified"
"Otu1357","Otu1357",41,"Firmicutes","Clostridia","Clostridiales","Peptoniphilaceae","Anaerococcus"
"Otu1360","Otu1360",41,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_unclassified","Rhizobiales_unclassified"
"Otu1361","Otu1361",41,"Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Lancefieldella"
"Otu1364","Otu1364",41,"Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Tepidimonas"
"Otu1372","Otu1372",40,"Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiales_incertae_sedis","Sphaerotilus"
"Otu1373","Otu1373",40,"Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobiaceae_unclassified"
"Otu1376","Otu1376",39,"Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Acetobacteraceae_unclassified"
"Otu1383","Otu1383",38,"Synergistetes","Synergistia","Synergistales","Synergistaceae","Pyramidobacter"
"Otu1388","Otu1388",38,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacteriaceae_unclassified"
"Otu1389","Otu1389",38,"Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Glutamicibacter"
"Otu1390","Otu1390",38,"Actinobacteria","Actinobacteria","Mycobacteriales","Mycobacteriales_unclassified","Mycobacteriales_unclassified"
"Otu1392","Otu1392",38,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacteriaceae_unclassified"
"Otu1394","Otu1394",38,"Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"Otu1395","Otu1395",38,"Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu1398","Otu1398",37,"Firmicutes","Clostridia","Clostridiales","Clostridiales_Incertae_Sedis_XIII","Alterileibacterium"
"Otu1400","Otu1400",37,"Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified"
"Otu1404","Otu1404",37,"Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto"
"Otu1406","Otu1406",37,"Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Xanthomonas"
"Otu1410","Otu1410",36,"Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu1411","Otu1411",36,"Proteobacteria","Alphaproteobacteria","SAR11","Candidatus_Pelagibacter","Candidatus_Pelagibacter_unclassified"
"Otu1417","Otu1417",36,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter"
"Otu1423","Otu1423",36,"Firmicutes","Clostridia","Clostridiales","Clostridiales_unclassified","Clostridiales_unclassified"
"Otu1428","Otu1428",35,"Bacteroidetes","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified"
"Otu1431","Otu1431",35,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonadaceae_unclassified"
"Otu1433","Otu1433",35,"Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus"
"Otu1434","Otu1434",35,"Cyanobacteria/Chloroplast","Cyanobacteria","Family_II","GpIIa","GpIIa_unclassified"
"Otu1436","Otu1436",35,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Weeksellaceae_unclassified"
"Otu1441","Otu1441",35,"Parcubacteria","Parcubacteria_unclassified","Parcubacteria_unclassified","Parcubacteria_unclassified","Parcubacteria_unclassified"
"Otu1443","Otu1443",34,"Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Eggerthellaceae_unclassified"
"Otu1444","Otu1444",34,"Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","Halieaceae_unclassified"
"Otu1445","Otu1445",34,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriales_unclassified","Flavobacteriales_unclassified"
"Otu1456","Otu1456",34,"Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella"
"Otu1461","Otu1461",33,"Bacteroidetes","Cytophagia","Cytophagales","Cytophagales_unclassified","Cytophagales_unclassified"
"Otu1464","Otu1464",33,"Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu1470","Otu1470",33,"Verrucomicrobia","Subdivision3","Subdivision3_unclassified","Subdivision3_unclassified","Subdivision3_unclassified"
"Otu1471","Otu1471",32,"Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu1472","Otu1472",32,"Firmicutes","Clostridia","Clostridiales","Clostridiales_unclassified","Clostridiales_unclassified"
"Otu1473","Otu1473",32,"Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu1474","Otu1474",32,"Firmicutes","Clostridia","Clostridiales","Clostridiales_unclassified","Clostridiales_unclassified"
"Otu1475","Otu1475",32,"Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"Otu1479","Otu1479",32,"Firmicutes","Bacilli","Bacilli_unclassified","Bacilli_unclassified","Bacilli_unclassified"
"Otu1486","Otu1486",31,"Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu1492","Otu1492",31,"Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_unclassified"
"Otu1496","Otu1496",31,"Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu1497","Otu1497",31,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingorhabdus"
"Otu1499","Otu1499",31,"Bacteroidetes","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified"
"Otu1505","Otu1505",30,"Bacteroidetes","Bacteroidia","Bacteroidales","Odoribacteraceae","Odoribacter"
"Otu1507","Otu1507",30,"Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Eggerthellaceae_unclassified"
"Otu1510","Otu1510",30,"Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu1515","Otu1515",30,"Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu1517","Otu1517",30,"Proteobacteria","Gammaproteobacteria","Enterobacterales","Morganellaceae","Providencia"
"Otu1519","Otu1519",30,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_unclassified"
"Otu1520","Otu1520",29,"Firmicutes","Clostridia","Clostridiales","Peptoniphilaceae","Helcococcus"
"Otu1524","Otu1524",29,"Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_unclassified"
"Otu1530","Otu1530",29,"Bacteroidetes","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified"
"Otu1531","Otu1531",29,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Stomatobaculum"
"Otu1534","Otu1534",29,"Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu1539","Otu1539",28,"Cyanobacteria/Chloroplast","Cyanobacteria","Family_II","GpIIa","GpIIa_unclassified"
"Otu1546","Otu1546",28,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriales_unclassified","Flavobacteriales_unclassified"
"Otu1549","Otu1549",28,"Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Veillonellaceae_unclassified"
"Otu1563","Otu1563",27,"Proteobacteria","Betaproteobacteria","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified"
"Otu1565","Otu1565",27,"Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Megasphaera"
"Otu1566","Otu1566",27,"Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Erysipelotrichaceae_unclassified"
"Otu1573","Otu1573",26,"Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Aeromicrobium"
"Otu1574","Otu1574",26,"Actinobacteria","Actinobacteria","Mycobacteriales","Mycobacteriaceae","Mycobacterium"
"Otu1575","Otu1575",26,"Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu1578","Otu1578",26,"Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu1583","Otu1583",26,"Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"Otu1586","Otu1586",26,"Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Aquirufa"
"Otu1587","Otu1587",26,"Firmicutes","Bacilli","Bacillales","Paenibacillaceae_1","Brevibacillus"
"Otu1589","Otu1589",26,"Firmicutes","Clostridia","Clostridiales","Clostridiales_unclassified","Clostridiales_unclassified"
"Otu1590","Otu1590",26,"Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola"
"Otu1591","Otu1591",26,"Firmicutes","Clostridia","Clostridiales","Clostridiales_unclassified","Clostridiales_unclassified"
"Otu1607","Otu1607",25,"Actinobacteria","Actinobacteria","Mycobacteriales","Corynebacteriaceae","Corynebacterium"
"Otu1619","Otu1619",25,"Cyanobacteria/Chloroplast","Cyanobacteria","Family_II","GpIIa","GpIIa_unclassified"
"Otu1621","Otu1621",25,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"Otu1622","Otu1622",25,"Actinobacteria","Actinobacteria","Actinobacteria_unclassified","Actinobacteria_unclassified","Actinobacteria_unclassified"
"Otu1623","Otu1623",25,"Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_unclassified"
"Otu1627","Otu1627",25,"Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu1628","Otu1628",25,"Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified"
"Otu1633","Otu1633",24,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_unclassified"
"Otu1636","Otu1636",24,"Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu1637","Otu1637",24,"Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Nesterenkonia"
"Otu1638","Otu1638",24,"Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacteriaceae_unclassified"
"Otu1639","Otu1639",24,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_unclassified"
"Otu1647","Otu1647",24,"Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_unclassified"
"Otu1650","Otu1650",24,"Firmicutes","Clostridia","Clostridiales","Clostridiales_Incertae_Sedis_III","Thermoanaerobacterium"
"Otu1651","Otu1651",24,"Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_unclassified"
"Otu1654","Otu1654",23,"Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu1659","Otu1659",23,"Firmicutes","Bacilli","Bacillales","Bacillales_unclassified","Bacillales_unclassified"
